%time,field
1697994422084257824,1538
1697994422133466048,1536
1697994422183473760,1516
1697994422237873184,1503
1697994422283602304,1124
1697994422343310240,1502
1697994422398178624,1502
1697994422443216352,1501
1697994422495169792,1500
1697994422553270272,1503
1697994422604184640,1502
1697994422653350656,1502
1697994422703775712,1502
1697994422753485088,1502
1697994422813975808,1501
1697994422866567168,1501
1697994422913264672,1501
1697994422963244288,1501
1697994423013613152,1502
1697994423073668288,1503
1697994423124107392,1518
1697994423174087328,1524
1697994423223232160,1523
1697994423273970944,1522
1697994423334022432,1520
1697994423383996448,1518
1697994423433813280,1520
1697994423483777728,1522
1697994423534046208,1535
1697994423593290560,1534
1697994423643389344,1531
1697994423693491808,1526
1697994423744584672,1513
1697994423804131648,1512
1697994423853951648,1505
1697994423903916704,1505
1697994423955443840,1504
1697994424004249568,1503
1697994424063807616,1502
1697994424114121280,1502
1697994424163245376,1501
1697994424216186176,1500
1697994424263133632,1132
1697994424323503936,1499
1697994424377345984,1501
1697994424423262144,1501
1697994424473362848,1500
1697994424524089664,1499
1697994424584401984,1500
1697994424633275744,1500
1697994424685597248,1498
1697994424733421504,1500
1697994424786151296,1499
1697994424847931008,1500
1697994424898482432,1499
1697994424944394432,1499
1697994424993469632,1498
1697994425053378528,1500
1697994425105975520,1499
1697994425153180640,1500
1697994425203276832,1498
1697994425253807072,1500
1697994425313597184,1499
1697994425364080128,1499
1697994425413282528,1500
1697994425463410752,1500
1697994425513919232,1500
1697994425574258240,1499
1697994425623328256,1500
1697994425673321600,1508
1697994425723354496,1516
1697994425773567936,1516
1697994425833838784,1519
1697994425887444768,1520
1697994425933421600,1520
1697994425983762176,1520
1697994426033840800,1519
1697994426093704256,1520
1697994426143342432,1523
1697994426193459360,1533
1697994426243842304,1205
1697994426303697728,1534
1697994426353353664,1528
1697994426403586400,1518
1697994426453319680,1513
1697994426504478496,1511
1697994426565766880,1502
1697994426613302336,1501
1697994426663250336,1502
1697994426713138432,1503
1697994426763823968,1502
1697994426823661760,1511
1697994426876338080,1513
1697994426927645504,1511
1697994426975174080,1512
1697994427023812448,1514
1697994427083885184,1518
1697994427133306208,1520
1697994427186321504,1519
1697994427233389760,1519
1697994427283800864,1518
1697994427343873888,1517
1697994427394387264,1513
1697994427444625280,1514
1697994427493610624,1514
1697994427553321024,1519
1697994427603185120,1525
1697994427657336320,1527
1697994427705687424,1525
1697994427756039808,1527
1697994427813554912,1526
1697994427867691616,1526
1697994427913229024,1526
1697994427963290624,1526
1697994428013288608,1522
1697994428073197888,1520
1697994428123392960,1518
1697994428173763424,1513
1697994428224011232,1185
1697994428275847232,1502
1697994428334160096,1502
1697994428386948096,1501
1697994428433412672,1502
1697994428484320736,1502
1697994428533222752,1502
1697994428593368544,1500
1697994428647810208,1501
1697994428693457920,1500
1697994428745972032,1500
1697994428803483456,1500
